Model,MDO32
2.049e-07,-0.304
2.057e-07,-0.312
2.065e-07,-0.328
2.073e-07,-0.328
2.081e-07,-0.328
2.089e-07,-0.312
2.097e-07,-0.304
2.105e-07,-0.296
2.113e-07,-0.296
2.121e-07,-0.304
2.129e-07,-0.32
2.137e-07,-0.344
2.145e-07,-0.352
2.153e-07,-0.376
2.161e-07,-0.384
2.169e-07,-0.384
2.177e-07,-0.392
2.185e-07,-0.392
2.193e-07,-0.392
2.201e-07,-0.384
2.209e-07,-0.376
2.217e-07,-0.368
2.225e-07,-0.36
2.233e-07,-0.352
2.241e-07,-0.352
2.249e-07,-0.344
2.257e-07,-0.328
2.265e-07,-0.328
2.273e-07,-0.344
2.281e-07,-0.368
2.289e-07,-0.384
2.297e-07,-0.368
2.305e-07,-0.36
2.313e-07,-0.36
2.321e-07,-0.36
2.329e-07,-0.36
2.337e-07,-0.344
2.345e-07,-0.32
2.353e-07,-0.312
2.361e-07,-0.304
2.369e-07,-0.296
2.377e-07,-0.288
2.385e-07,-0.28
2.393e-07,-0.272
2.401e-07,-0.28
2.409e-07,-0.288
2.417e-07,-0.304
2.425e-07,-0.32
2.433e-07,-0.328
2.441e-07,-0.328
2.449e-07,-0.328
2.457e-07,-0.336
2.465e-07,-0.344
2.473e-07,-0.352
2.481e-07,-0.368
2.489e-07,-0.384
2.497e-07,-0.376
2.505e-07,-0.352
2.513e-07,-0.328
2.521e-07,-0.304
2.529e-07,-0.296
2.537e-07,-0.288
2.545e-07,-0.288
2.553e-07,-0.28
2.561e-07,-0.28
2.569e-07,-0.296
2.577e-07,-0.296
2.585e-07,-0.296
2.593e-07,-0.288
2.601e-07,-0.264
2.609e-07,-0.248
2.617e-07,-0.248
2.625e-07,-0.256
2.633e-07,-0.272
2.641e-07,-0.288
2.649e-07,-0.296
2.657e-07,-0.296
2.665e-07,-0.304
2.673e-07,-0.304
2.681e-07,-0.296
2.689e-07,-0.272
2.697e-07,-0.248
2.705e-07,-0.248
2.713e-07,-0.248
2.721e-07,-0.256
2.729e-07,-0.264
2.737e-07,-0.264
2.745e-07,-0.256
2.753e-07,-0.232
2.761e-07,-0.224
2.769e-07,-0.216
2.777e-07,-0.224
2.785e-07,-0.24
2.793e-07,-0.264
2.801e-07,-0.28
2.809e-07,-0.288
2.817e-07,-0.28
2.825e-07,-0.264
2.833e-07,-0.256
2.841e-07,-0.248
2.849e-07,-0.248
2.857e-07,-0.248
2.865e-07,-0.24
2.873e-07,-0.256
2.881e-07,-0.272
2.889e-07,-0.264
2.897e-07,-0.264
2.905e-07,-0.256
2.913e-07,-0.24
2.921e-07,-0.232
2.929e-07,-0.224
2.937e-07,-0.224
2.945e-07,-0.24
2.953e-07,-0.264
2.961e-07,-0.288
2.969e-07,-0.304
2.977e-07,-0.304
2.985e-07,-0.296
2.993e-07,-0.272
3.001e-07,-0.256
3.009e-07,-0.24
3.017e-07,-0.256
3.025e-07,-0.28
3.033e-07,-0.296
3.041e-07,-0.304
3.049e-07,-0.304
3.057e-07,-0.288
3.065e-07,-0.264
3.073e-07,-0.232
3.081e-07,-0.2
3.089e-07,-0.184
3.097e-07,-0.192
3.105e-07,-0.208
3.113e-07,-0.224
3.121e-07,-0.232
3.129e-07,-0.208
3.137e-07,-0.184
3.145e-07,-0.176
3.153e-07,-0.176
3.161e-07,-0.176
3.169e-07,-0.184
3.177e-07,-0.2
3.185e-07,-0.208
3.193e-07,-0.224
3.201e-07,-0.224
3.209e-07,-0.224
3.217e-07,-0.216
3.225e-07,-0.208
3.233e-07,-0.2
3.241e-07,-0.176
3.249e-07,-0.176
3.257e-07,-0.184
3.265e-07,-0.192
3.273e-07,-0.192
3.281e-07,-0.184
3.289e-07,-0.168
3.297e-07,-0.152
3.305e-07,-0.152
3.313e-07,-0.16
3.321e-07,-0.16
3.329e-07,-0.16
3.337e-07,-0.168
3.345e-07,-0.176
3.353e-07,-0.192
3.361e-07,-0.192
3.369e-07,-0.192
3.377e-07,-0.176
3.385e-07,-0.168
3.393e-07,-0.176
3.401e-07,-0.192
3.409e-07,-0.2
3.417e-07,-0.184
3.425e-07,-0.176
3.433e-07,-0.176
3.441e-07,-0.176
3.449e-07,-0.176
3.457e-07,-0.176
3.465e-07,-0.168
3.473e-07,-0.168
3.481e-07,-0.168
3.489e-07,-0.168
3.497e-07,-0.152
3.505e-07,-0.144
3.513e-07,-0.144
3.521e-07,-0.152
3.529e-07,-0.168
3.537e-07,-0.184
3.545e-07,-0.2
3.553e-07,-0.2
3.561e-07,-0.184
3.569e-07,-0.168
3.577e-07,-0.168
3.585e-07,-0.16
3.593e-07,-0.168
3.601e-07,-0.168
3.609e-07,-0.184
3.617e-07,-0.208
3.625e-07,-0.232
3.633e-07,-0.224
3.641e-07,-0.192
3.649e-07,-0.176
3.657e-07,-0.16
3.665e-07,-0.16
3.673e-07,-0.184
3.681e-07,-0.176
3.689e-07,-0.192
3.697e-07,-0.184
3.705e-07,-0.192
3.713e-07,-0.192
3.721e-07,-0.2
3.729e-07,-0.192
3.737e-07,-0.176
3.745e-07,-0.152
3.753e-07,-0.136
3.761e-07,-0.128
3.769e-07,-0.12
3.777e-07,-0.104
3.785e-07,-0.12
3.793e-07,-0.128
3.801e-07,-0.136
3.809e-07,-0.144
3.817e-07,-0.144
3.825e-07,-0.152
3.833e-07,-0.144
3.841e-07,-0.136
3.849e-07,-0.128
3.857e-07,-0.128
3.865e-07,-0.128
3.873e-07,-0.136
3.881e-07,-0.144
3.889e-07,-0.16
3.897e-07,-0.16
3.905e-07,-0.16
3.913e-07,-0.152
3.921e-07,-0.168
3.929e-07,-0.176
3.937e-07,-0.176
3.945e-07,-0.168
3.953e-07,-0.168
3.961e-07,-0.168
3.969e-07,-0.16
3.977e-07,-0.152
3.985e-07,-0.144
3.993e-07,-0.136
4.001e-07,-0.12
4.009e-07,-0.128
4.017e-07,-0.128
4.025e-07,-0.152
4.033e-07,-0.168
4.041e-07,-0.168
4.049e-07,-0.16
4.057e-07,-0.152
4.065e-07,-0.144
4.073e-07,-0.12
4.081e-07,-0.112
4.089e-07,-0.104
4.097e-07,-0.104
4.105e-07,-0.112
4.113e-07,-0.128
4.121e-07,-0.144
4.129e-07,-0.152
4.137e-07,-0.144
4.145e-07,-0.128
4.153e-07,-0.128
4.161e-07,-0.12
4.169e-07,-0.12
4.177e-07,-0.128
4.185e-07,-0.128
4.193e-07,-0.12
4.201e-07,-0.136
4.209e-07,-0.12
4.217e-07,-0.12
4.225e-07,-0.104
4.233e-07,-0.096
4.241e-07,-0.096
4.249e-07,-0.112
4.257e-07,-0.12
4.265e-07,-0.12
4.273e-07,-0.12
4.281e-07,-0.128
4.289e-07,-0.128
4.297e-07,-0.136
4.305e-07,-0.136
4.313e-07,-0.144
4.321e-07,-0.152
4.329e-07,-0.136
4.337e-07,-0.136
4.345e-07,-0.128
4.353e-07,-0.12
4.361e-07,-0.096
4.369e-07,-0.088
4.377e-07,-0.088
4.385e-07,-0.088
4.393e-07,-0.096
4.401e-07,-0.112
4.409e-07,-0.136
4.417e-07,-0.128
4.425e-07,-0.136
4.433e-07,-0.136
4.441e-07,-0.136
4.449e-07,-0.128
4.457e-07,-0.136
4.465e-07,-0.12
4.473e-07,-0.096
4.481e-07,-0.096
4.489e-07,-0.104
4.497e-07,-0.12
4.505e-07,-0.128
4.513e-07,-0.128
4.521e-07,-0.12
4.529e-07,-0.12
4.537e-07,-0.12
4.545e-07,-0.112
4.553e-07,-0.104
4.561e-07,-0.088
4.569e-07,-0.08
4.577e-07,-0.072
4.585e-07,-0.072
4.593e-07,-0.08
4.601e-07,-0.08
4.609e-07,-0.08
4.617e-07,-0.08
4.625e-07,-0.08
4.633e-07,-0.088
4.641e-07,-0.088
4.649e-07,-0.096
4.657e-07,-0.096
4.665e-07,-0.096
4.673e-07,-0.088
4.681e-07,-0.104
4.689e-07,-0.12
4.697e-07,-0.12
4.705e-07,-0.112
4.713e-07,-0.104
4.721e-07,-0.08
4.729e-07,-0.08
4.737e-07,-0.072
4.745e-07,-0.072
4.753e-07,-0.08
4.761e-07,-0.08
4.769e-07,-0.08
4.777e-07,-0.096
4.785e-07,-0.096
4.793e-07,-0.096
4.801e-07,-0.08
4.809e-07,-0.08
4.817e-07,-0.072
4.825e-07,-0.064
4.833e-07,-0.072
4.841e-07,-0.08
4.849e-07,-0.088
4.857e-07,-0.088
4.865e-07,-0.096
4.873e-07,-0.104
4.881e-07,-0.112
4.889e-07,-0.112
4.897e-07,-0.096
4.905e-07,-0.096
4.913e-07,-0.104
4.921e-07,-0.112
4.929e-07,-0.104
4.937e-07,-0.096
4.945e-07,-0.096
4.953e-07,-0.088
4.961e-07,-0.088
4.969e-07,-0.064
4.977e-07,-0.056
4.985e-07,-0.04
4.993e-07,-0.04
5.001e-07,-0.04
5.009e-07,-0.048
5.017e-07,-0.048
5.025e-07,-0.064
5.033e-07,-0.08
5.041e-07,-0.08
5.049e-07,-0.088
5.057e-07,-0.064
5.065e-07,-0.048
5.073e-07,-0.048
5.081e-07,-0.04
5.089e-07,-0.048
5.097e-07,-0.056
5.105e-07,-0.064
5.113e-07,-0.072
5.121e-07,-0.072
5.129e-07,-0.072
5.137e-07,-0.056
5.145e-07,-0.048
5.153e-07,-0.048
5.161e-07,-0.048
5.169e-07,-0.056
5.177e-07,-0.064
5.185e-07,-0.072
5.193e-07,-0.088
5.201e-07,-0.088
5.209e-07,-0.088
5.217e-07,-0.08
5.225e-07,-0.08
5.233e-07,-0.08
5.241e-07,-0.096
5.249e-07,-0.096
5.257e-07,-0.088
5.265e-07,-0.072
5.273e-07,-0.072
5.281e-07,-0.064
5.289e-07,-0.056
5.297e-07,-0.048
5.305e-07,-0.048
5.313e-07,-0.056
5.321e-07,-0.048
5.329e-07,-0.048
5.337e-07,-0.056
5.345e-07,-0.056
5.353e-07,-0.056
5.361e-07,-0.056
5.369e-07,-0.048
5.377e-07,-0.04
5.385e-07,-0.048
5.393e-07,-0.04
5.401e-07,-0.04
5.409e-07,-0.04
5.417e-07,-0.048
5.425e-07,-0.056
5.433e-07,-0.064
5.441e-07,-0.064
5.449e-07,-0.056
5.457e-07,-0.048
5.465e-07,-0.048
5.473e-07,-0.056
5.481e-07,-0.064
5.489e-07,-0.08
5.497e-07,-0.072
5.505e-07,-0.072
5.513e-07,-0.064
5.521e-07,-0.056
5.529e-07,-0.056
5.537e-07,-0.048
5.545e-07,-0.056
5.553e-07,-0.064
5.561e-07,-0.064
5.569e-07,-0.064
5.577e-07,-0.064
5.585e-07,-0.064
5.593e-07,-0.056
5.601e-07,-0.048
5.609e-07,-0.056
5.617e-07,-0.056
5.625e-07,-0.048
5.633e-07,-0.04
5.641e-07,-0.04
5.649e-07,-0.04
5.657e-07,-0.04
5.665e-07,-0.048
5.673e-07,-0.048
5.681e-07,-0.048
5.689e-07,-0.056
5.697e-07,-0.048
5.705e-07,-0.048
5.713e-07,-0.032
5.721e-07,-0.032
5.729e-07,-0.04
5.737e-07,-0.048
5.745e-07,-0.056
5.753e-07,-0.064
5.761e-07,-0.064
5.769e-07,-0.072
5.777e-07,-0.072
5.785e-07,-0.072
5.793e-07,-0.08
5.801e-07,-0.072
5.809e-07,-0.072
5.817e-07,-0.08
5.825e-07,-0.072
5.833e-07,-0.056
5.841e-07,-0.056
5.849e-07,-0.056
5.857e-07,-0.048
5.865e-07,-0.048
5.873e-07,-0.048
5.881e-07,-0.048
5.889e-07,-0.04
5.897e-07,-0.048
5.905e-07,-0.048
5.913e-07,-0.048
5.921e-07,-0.04
5.929e-07,-0.04
5.937e-07,-0.048
5.945e-07,-0.056
5.953e-07,-0.072
5.961e-07,-0.072
5.969e-07,-0.08
5.977e-07,-0.072
5.985e-07,-0.08
5.993e-07,-0.072
6.001e-07,-0.064
6.009e-07,-0.056
6.017e-07,-0.048
6.025e-07,-0.04
6.033e-07,-0.04
6.041e-07,-0.04
6.049e-07,-0.048
6.057e-07,-0.056
6.065e-07,-0.064
6.073e-07,-0.056
6.081e-07,-0.048
6.089e-07,-0.032
6.097e-07,-0.04
6.105e-07,-0.048
6.113e-07,-0.056
6.121e-07,-0.048
6.129e-07,-0.04
6.137e-07,-0.032
6.145e-07,-0.032
6.153e-07,-0.04
6.161e-07,-0.04
6.169e-07,-0.048
6.177e-07,-0.04
6.185e-07,-0.048
6.193e-07,-0.04
6.201e-07,-0.04
6.209e-07,-0.032
6.217e-07,-0.024
6.225e-07,-0.016
6.233e-07,-0.024
6.241e-07,-0.04
6.249e-07,-0.048
6.257e-07,-0.048
6.265e-07,-0.064
6.273e-07,-0.064
6.281e-07,-0.064
6.289e-07,-0.064
6.297e-07,-0.064
6.305e-07,-0.056
6.313e-07,-0.04
6.321e-07,-0.048
6.329e-07,-0.048
6.337e-07,-0.064
6.345e-07,-0.064
6.353e-07,-0.064
6.361e-07,-0.072
6.369e-07,-0.064
6.377e-07,-0.048
6.385e-07,-0.032
6.393e-07,-0.032
6.401e-07,-0.024
6.409e-07,-0.032
6.417e-07,-0.04
6.425e-07,-0.056
6.433e-07,-0.056
6.441e-07,-0.056
6.449e-07,-0.056
6.457e-07,-0.04
6.465e-07,-0.032
6.473e-07,-0.032
6.481e-07,-0.032
6.489e-07,-0.04
6.497e-07,-0.04
6.505e-07,-0.04
6.513e-07,-0.032
6.521e-07,-0.04
6.529e-07,-0.032
6.537e-07,-0.024
6.545e-07,-0.024
6.553e-07,-0.024
6.561e-07,-0.024
6.569e-07,-0.024
6.577e-07,-0.032
6.585e-07,-0.032
6.593e-07,-0.04
6.601e-07,-0.032
6.609e-07,-0.032
6.617e-07,-0.032
6.625e-07,-0.032
6.633e-07,-0.024
6.641e-07,-0.032
6.649e-07,-0.04
6.657e-07,-0.048
6.665e-07,-0.048
6.673e-07,-0.04
6.681e-07,-0.04
6.689e-07,-0.024
6.697e-07,-0.024
6.705e-07,-0.024

